id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
726,1566,1577.0,2613123,2613138,100,106,19,15,8602.0,95.0,1654,Sim,Não,100.0,9.696.567.616.084.030,931,3.576,7.333,66,5.789,1.0,5.530.179.919.617.940,5.530.179.919.617.940,1.0,2.0253,1.0414,1.1761,2.667,-366,286,63,FALSE,0,FALSE,FALSE,Não,FALSE,Sim
727,888,900.0,1243254,172111,100,105,15,11,10269.0,126.0,1686,Sim,Não,70.0,788.302.374.334.893,9.324,2.045,9.167,71,0.8,1.0,1.042.745.116.085.010,1.042.745.116.085.010,0.0,2.0212,1.0792,1.0414,-833,-2.359,2.432,59,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
728,1393,1402.0,92878,-166,100,126,15,18,12598.0,124.0,1688,sim,Não,60.0,8.589.827.865.934.610,3.389,2.222,0.5,53,0.6,1.0,-16.192.790.409.280.800,-16.192.790.409.280.800,1.0,2.1004,9.542,1.2553,0.5,-2.189,2.819,84,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
729,899,906.0,844907,-166,100,139,14,25,16593.0,133.0,1356,não,sim,40.0,7.330.634.012.370.290,6.637,2.057,0.28,52,0.5,1.0,-23.349.141.762.069.300,-23.349.141.762.069.300,1.0,2.143,8.451,1.3979,0.72,-674,2.998,108,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
730,300,312.0,1430061,1430075,100,83,15,14,9956.0,134.0,1652,sim,Não,70.0,8.443.586.442.264.940,3.632,5.059,8.571,73,0.8,1.0,5.875.357.652.930.440,5.875.357.652.930.440,1.0,1.9191,1.0792,1.1461,1.429,-629,2.901,101,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
731,0,20.0,843312,-166,100,-206,104,172,,104.0,1687,Sim,0,80.0,750.608.852.886.312,0.0,4.959,125,119,1.923,9.302,-2.935.118.332.845.090,-2.935.118.332.845.090,1.0,3.2076,1.301,2.2041,875,-2.988,1.0,986,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
732,1182,1185.0,171874,171878,100,8,3,4,958.0,135.0,1362,não,Sim,50.0,9.954.701.049.207.790,2.599,3.333,0.75,22,1.0,1.0,16.878.114.422.827.300,32.491.072.826.763.500,1.0,9.031,4.771,6.021,0.25,-645,1.262,1307,FALSE,FALSE,FALSE,TRUE,Não,FALSE,Não
733,1287,1296.0,-20,1695447,100,86,16,-194,9848.0,133.0,-214,Sim,Não,69.0,7.671.131.841.633.780,431,3.175,6.429,55,5.625,1.0,18.325.786.441.970.500,7.979.955.552.926.870,1.0,1.9345,9.542,1.1461,3.571,-1.054,2.359,100,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
734,-11,249.0,64701,64720,100,175,13,19,18625.0,126.0,1373,Não,Sim,40.0,7.830.151.374.574.140,3.438,2.915,6.842,95,1.0,1.0,3.087.466.911.976.930,1.308.746.691.197.690,1.0,2.243,1.1139,1.2787,3.158,-1.685,4.089,61,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
735,119,127.0,1172603,1172632,100,-206,22,30,15896.0,,-214,Sim,Não,70.0,8.774.154.757.705.840,1.755,4.483,2.759,59,3.636,9.667,11.417.792.447.239.100,1.417.792.447.239.120,1.0,2.1072,9.031,1.4624,7.241,-298,385,111,FALSE,TRUE,FALSE,FALSE,não,FALSE,Não
736,589,601.0,38371985,4201948,100,150,19,-194,15635.0,126.0,-214,Sim,não,200.0,8.502.445.494.503.540,8.687,375,0.6,88,6.316,1.0,768.089.202.941.627,768.089.202.941.627,1.0,2.1761,1.0792,1.301,0.4,-1.857,3.977,81,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
737,195,209.0,13196032,1671110,100,99,16,13,12056.0,132.0,1358,sim,não,70.0,7.634.565.882.870.900,2.872,4.107,8.571,103,875,9.231,12.948.072.951.836.500,29.480.729.518.365.400,0.0,1.9956,1.1461,1.0792,-1.429,-486,2.901,111,FALSE,TRUE,FALSE,FALSE,não,FALSE,Não
738,91,178.0,815573,815711,100,3234,198,207,348957.0,141.0,1692,Sim,não,80.0,8.409.825.332.936.070,1.076,7.306,6.304,514,4.394,6.667,49.964.233.333.877.200,49.964.233.333.877.200,1.0,3.5097,1.9395,2.1399,3.696,-157,1.0,75,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
739,1571,1583.0,435871,435916,100,379,35,45,37695.0,124.0,1700,não,1,90.0,6.945.221.826.238.170,1.376,2.982,2.667,71,3.429,1.0,3.043.110.195.054.390,3.043.110.195.054.390,1.0,2.5786,1.0792,1.6532,7.333,-223,8.299,80,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
740,607,611.0,210504,210509,100,18,4,5,2034.0,,-214,Sim,Não,100.0,8.226.322.537.606.820,7.167,0.1,0.8,24,1.0,1.0,-5.522.622.693.994.930,-5.522.622.693.994.930,1.0,1.2553,6.021,699,0.2,-1.172,1.322,102,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
741,41,210.0,2556287,2556352,100,6234,219,125,649139.0,124.0,1358,Não,sim,40.0,8.549.275.025.638.260,604,4.325,3.846,1.244,7.717,0.52,-38.387.309.002.071.000,6.161.269.099.792.890,0.0,3.7948,2.2279,1.8129,-6.154,-1.865,1.0,43,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
742,135,146.0,1385900,1385914,100,98,23,14,9733.0,113.0,1360,Sim,não,70.0,757.732.685.391.174,1.985,3.636,7.857,81,4.783,1.0,8.125.544.266.912.960,-18.744.557.330.870.300,1.0,1.9912,1.0414,1.1461,2.143,-2.241,2.712,89,FALSE,TRUE,FALSE,FALSE,Não,FALSE,Não
743,1358,1378.0,956972,956991,100,226,23,27,23587.0,119.0,-214,Não,sim,40.0,7.630.079.101.383.830,13,4.053,0.95,144,8.696,7.037,12.304.040.416.312.900,25.775.491.653.565.600,0.0,2.3541,1.301,1.2787,-0.05,-1.846,6.268,86,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
744,238,287.0,315114,315142,100,671,91,-194,86424.0,143.0,1360,Não,Sim,40.0,7.370.488.009.312.480,0.35,5.109,5.714,36,5.385,7.179,1.552.977.061.407.360,1.552.977.061.407.360,0.0,2.8267,1.6902,1.4472,-4.286,62,9.992,119,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
745,1343,1352.0,106512,106519,100,52,9,7,5049.0,109.0,1366,N,Sim,100.0,6.564.121.092.506.520,205,1.746,7.778,66,1.0,1.0,-21.772.314.394.603.900,-21.772.314.394.603.900,0.0,1.716,9.542,8.451,-2.222,-2.414,1.687,87,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
746,1328,1338.0,-20,2691189,100,-206,10,28,,111.0,1387,Não,Sim,50.0,8.415.209.726.004.260,707,2.357,3.571,72,1.0,1.0,560.300.293.431.235,560.300.293.431.235,1.0,2.3304,1.0,1.4472,6.429,-2.785,463,70,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
747,1173,1188.0,1072387,1072413,100,258,20,26,26729.0,122.0,1353,Sim,Não,50.0,7.524.802.549.833.500,2.439,3.385,5.769,111,0.75,1.0,1.720.587.366.556.560,32.972.283.624.127.100,1.0,2.4116,1.1761,1.415,4.231,-1.906,6.422,77,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
748,474,486.0,10800811,1352060,100,73,14,-194,7241.0,118.0,1652,1,Não,70.0,8.556.438.219.360.100,5.738,4.931,1.0,73,8.571,1.0,-18.345.534.089.758.400,-18.345.534.089.758.400,0.5,1.8633,1.0792,1.0792,0.0,-2.251,2.583,86,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
749,39,68.0,1327718,-166,100,539,-229,63,68416.0,135.0,1402,Não,Sim,40.0,7.817.579.869.234.870,556,4.192,9.063,207,3.085,5.079,-42.199.832.905.446.600,5.780.016.709.455.330,1.0,2.7316,1.4624,1.5051,938,-83,9.848,1188,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
750,-11,217.0,7612933,7612982,100,3961,175,99,431127.0,127.0,1360,Não,Sim,40.0,8.614.795.707.011.840,1.309,3.685,3.828,941,7.314,4.949,-27.696.997.383.327.100,7.230.300.261.667.280,0.0,3.5978,2.1072,1.6902,-6.172,-1.497,1.0,66,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
751,1059,1080.0,3787187,3787204,100,129,40,24,12571.0,124.0,1364,Sim,não,80.0,62.864.186.747.510.000,4.164,6.387,8.095,154,525,7.083,-4.055.053.816.849.000,-4.055.053.816.849.000,0.0,2.1106,1.3222,1.2305,-1.905,-2.387,5.903,84,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
752,1106,1116.0,2371582,2371598,100,106,-229,16,12311.0,125.0,-214,0,Sim,40.0,6.853.960.677.300.840,3.564,3.375,625,74,8.333,1.0,-2.927.619.758.931.990,-2.927.619.758.931.990,1.0,2.0253,1.0,1.2041,375,-926,2.792,107,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
753,42,50.0,270900,270944,100,267,17,44,24220.0,108.0,1687,sim,não,80.0,7.158.096.604.380.960,498,2.415,1.818,47,4.706,1.0,31.609.253.898.235.100,31.609.253.898.235.100,1.0,2.4265,9.031,1.6435,8.182,-2.913,5.822,76,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
754,979,989.0,891060,-166,100,107,18,19,12543.0,132.0,1372,não,Sim,40.0,9.197.054.118.681.330,5.583,4.368,5.263,73,5.556,1.0,-2.848.196.666.495.820,-2.848.196.666.495.820,1.0,2.0294,1.0,1.2787,4.737,-842,3.212,110,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
755,-11,17.0,783146,783156,100,51,10,10,5141.0,116.0,1364,Não,Sim,-154.0,8.403.114.888.817.120,147,2.714,0.7,51,0.7,1.0,7.897.146.194.512.170,7.897.146.194.512.170,,1.7076,8.451,1.0,0.3,-2.125,1.753,93,FALSE,0,FALSE,FALSE,não,TRUE,Não
756,5853,957.0,852041,852053,100,63,9,12,7758.0,141.0,-214,não,Sim,-154.0,7.736.488.621.041.620,5.926,0.25,5.833,52,7.778,1.0,14.799.537.026.426.600,14.799.537.026.426.600,1.0,1.7993,8.451,1.0792,4.167,-38,1.892,115,FALSE,0,FALSE,FALSE,não,TRUE,Não
757,1327,1335.0,126951,126958,100,40,11,7,4014.0,111.0,1364,não,sim,60.0,7.522.405.516.859.730,425,2.857,875,59,7.273,1.0,55.450.837.108.462.100,55.450.837.108.462.100,0.0,1.6021,9.031,8.451,-125,-216,1.622,89,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
758,79,86.0,2887095,2887114,100,86,17,19,9690.0,123.0,1350,sim,não,70.0,8.596.101.836.809.600,117,3.534,3.684,52,4.118,1.0,-25.750.733.405.436.400,-25.750.733.405.436.400,1.0,1.9345,8.451,1.2787,6.316,-1.197,2.445,102,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
759,130,188.0,2638000,2638062,100,1685,181,101,208514.0,135.0,1358,Não,sim,40.0,7.410.859.881.438.020,1.915,5.314,9.355,427,3.204,6.139,2.100.929.638.226.970,12.100.929.638.226.900,1.0,3.2266,1.7634,1.7924,645,-332,1.0,1051,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
760,-11,1053.0,1082240,1082248,100,64,12,8,7296.0,132.0,1687,sim,Não,80.0,8.735.600.914.993.540,7.516,0.2,0.8,59,8.333,1.0,-17.269.134.787.133.200,-17.269.134.787.133.200,0.0,1.8062,1.0,9.031,-0.2,-1.094,1.852,97,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
761,1224,1237.0,812031,812044,100,137,16,13,14536.0,128.0,1626,Sim,Não,70.0,7.785.648.288.689.790,4.785,1.893,1.0,8,8.125,1.0,3.660.294.439.360.840,3.660.294.439.360.840,0.5,2.1367,1.1139,1.1139,0.0,-1.711,2.914,81,0,FALSE,FALSE,FALSE,Não,TRUE,Não
762,323,,-20,367330,100,28,11,7,3576.0,135.0,1358,Não,Sim,,9.293.024.128.649.300,4.757,5.758,5.454,81,1.0,8.571,7.680.253.614.806.380,7.680.253.614.806.380,0.0,1.4472,1.0414,7.782,-4.545,-22,1.715,120,FALSE,FALSE,FALSE,TRUE,Não,FALSE,Não
763,1598,1610.0,1569522,1569536,100,125,14,14,12047.0,,-214,sim,não,70.0,7.055.369.262.120.490,924,256,8.571,71,8.571,1.0,-10.020.372.875.243.700,-7.000.849.391.627.270,1.0,2.0969,1.0792,1.1461,1.429,-2.471,2.901,73,0,FALSE,FALSE,FALSE,Não,TRUE,Não
764,9660,1145.0,2530763,2530797,100,574,35,35,64288.0,126.0,1358,não,sim,-154.0,7.872.025.620.407.090,3.137,3.247,7.353,184,7.143,9.714,34.478.199.788.570.200,34.478.199.788.570.200,1.0,2.7589,1.3979,1.5315,2.647,-125,9.747,89,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
765,462,472.0,-20,10369620,100,150,17,24,17768.0,132.0,1360,Não,sim,40.0,7.081.060.903.836.150,6.794,375,4.167,74,5.882,1.0,5.033.054.082.624.670,8.160.538.200.336.260,1.0,2.1761,1.0,1.3802,5.833,-746,3.977,105,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
766,776,818.0,-20,447992,100,1222,77,-194,112240.0,116.0,-214,sim,não,80.0,962.820.216.929.204,9.383,4.062,8.571,254,5.454,9.074,-10.496.547.149.088.500,-10.496.547.149.088.500,1.0,3.0871,1.6233,1.6902,1.429,-2.824,1.0,36,nao,FALSE,FALSE,FALSE,não,FALSE,Sim
767,41,222.0,592614,592819,100,17887,713,448,2156667.0,143.0,1400,Não,Sim,40.0,8.020.857.893.815.320,586,5.179,8.829,1.293,2.539,4.576,531.240.190.690.653,1.531.240.190.690.650,1.0,4.2525,2.2577,2.3117,1.171,-58,1.0,21,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
768,484,555.0,1466087,1466141,100,1241,183,-194,22191.0,37.0,1650,Sim,não,69.0,6.992.652.572.835.050,5.867,6.763,7.606,43,388,5.294,-18.809.011.733.633.000,-18.809.011.733.633.000,0.0,3.0938,1.8513,1.7324,-2.394,-8.603,1.0,0,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
769,1122,1134.0,313348,313360,100,119,16,12,10350.0,111.0,1362,sim,não,80.0,7.097.893.824.655.080,3.348,1.736,1.0,88,0.75,1.0,5.437.345.673.990.780,5.437.345.673.990.780,0.5,2.0756,1.0792,1.0792,0.0,-3.205,2.583,56,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
770,1144,1158.0,113260,113277,100,-206,26,17,15146.0,140.0,1372,0,Sim,40.0,8.514.049.919.248.500,3.119,4.958,8.235,102,5.385,1.0,2.123.255.806.366.420,2.123.255.806.366.420,1.0,2.0792,1.1461,1.2305,1.765,-139,3.945,117,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
771,1579,1592.0,562576,562633,100,515,32,57,41622.0,108.0,1632,Não,sim,125.0,61.814.936.803.263.400,49,305,2.281,8,4.063,1.0,-16.874.003.276.828.000,-16.874.003.276.828.000,1.0,2.7118,1.1139,1.7559,7.719,-3.686,9.491,46,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
772,149,-186.0,2811847,2811861,100,219,43,21,26683.0,134.0,1358,Não,Sim,40.0,7.821.779.610.999.660,2.194,5.399,4.118,25,7.907,6.667,1.897.223.217.166.560,11.897.223.217.166.500,0.0,2.3404,1.5315,1.1461,-5.882,-481,761,109,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
773,-11,80.0,-20,3859266,100,143,15,15,12193.0,126.0,1364,sim,Não,200.0,7.147.570.950.257.440,997,2.056,0.8,88,0.8,1.0,29.176.633.488.801.800,29.176.633.488.801.800,1.0,2.1553,1.0792,1.1761,0.2,-3.339,3.068,56,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
774,1328,-186.0,-20,1772598,100,64,14,19,7486.0,126.0,1358,Não,Sim,40.0,7.840.355.439.714.910,353,4.074,3.333,44,4.286,9.474,18.654.298.866.515.800,18.654.298.866.515.800,1.0,1.8062,7.782,1.2553,6.667,-862,215,111,FALSE,FALSE,FALSE,0,Sim,FALSE,Não
775,626,,2071945,2071956,100,76,14,11,8063.0,126.0,1362,sim,Não,120.0,8.101.246.098.823.970,9.192,2.323,8.182,66,6.429,1.0,-4.710.674.159.671.360,-4.710.674.159.671.360,1.0,1.8808,9.542,1.0414,1.818,-1.712,2.051,1001,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
776,621,632.0,2086004,2086116,100,733,75,112,81625.0,127.0,1364,Não,Sim,100.0,7.901.551.733.964.930,9.106,405,982,81,1.467,1.0,-21.814.115.274.746.000,-21.814.115.274.746.000,1.0,2.8651,1.0414,2.0492,9.018,-0.13,998,788,FALSE,FALSE,FALSE,FALSE,Sim,FALSE,Não
777,1343,1351.0,46714,46725,100,56,11,11,5729.0,117.0,1362,Sim,Não,70.0,7.733.848.601.935.050,161,3.636,7.273,59,7.273,1.0,-7.425.559.066.545.140,-7.425.559.066.545.140,1.0,1.7482,9.031,1.0414,2.727,-2.007,1.934,90,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
778,61,78.0,1036126,1036161,100,265,-229,40,26694.0,116.0,1356,Sim,Não,70.0,8.165.582.585.102.850,0.09,5.546,4.857,125,3.617,875,9.776.699.712.699.860,-22.330.028.730.013.800,1.0,2.4232,1.2305,1.5441,5.143,-213,8.756,86,FALSE,TRUE,FALSE,FALSE,Não,FALSE,Não
779,450,466.0,11741476,11741833,100,3319,221,357,363821.0,133.0,1360,Não,sim,40.0,9.749.903.972.291.650,6.618,4.189,448,118,724,1.0,1.862.016.292.652.030,1.862.016.292.652.030,1.0,3.521,1.2041,2.5527,9.552,-1.436,1.0,37,TRUE,FALSE,FALSE,FALSE,Não,FALSE,Não
780,572,584.0,228293,-166,100,341,-229,43,44484.0,140.0,1362,Não,Sim,40.0,9.273.886.026.820.930,8.399,3.392,2.791,88,3.077,1.0,5.331.030.027.997.610,5.331.030.027.997.610,1.0,2.5327,1.0792,1.6335,7.209,192,8.061,121,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
781,9055,930.0,561832,-166,100,88,11,10,14538.0,183.0,1387,não,Sim,-154.0,7.662.283.077.582.020,659,0.2,9.091,79,1.0,1.0,-40.060.330.761.303.000,5.993.966.923.869.690,0.0,1.9445,1.0414,1.0,-909,2.907,2.173,134,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
782,360,998.0,4601186,4601217,100,11797,705,225,1290423.0,252.0,1358,Sim,não,100.0,8.725.016.203.379.170,5.302,4.035,486,4.698,905,1.378,-19.032.419.812.899.300,4.916.590.364.306.810,0.0,4.0718,2.8048,1.4914,-9.514,-1.454,1.0,78,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
783,559,592.0,274608,-166,100,460,52,41,54324.0,134.0,1694,Sim,Não,80.0,867.601.163.076.717,0.66,3.939,697,195,6.346,561,-10.909.630.553.461.600,-8.306.443.073.202.410,0.0,2.6628,1.5185,1.3617,-303,-774,9.546,103,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
784,837,868.0,753061,753089,100,212,56,37,27232.0,142.0,1364,não,Sim,50.0,7.620.930.294.416.430,7.273,7.558,9.032,227,5.536,7.568,16.793.713.437.931.100,16.793.713.437.931.100,0.0,2.3263,1.4914,1.4472,-968,35,9.775,119,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
785,1537,182.0,13934476,1804048,100,69,12,9,8210.0,143.0,1688,sim,Não,-154.0,7.968.231.574.396.720,2.026,303,8.182,65,9.167,1.0,32.423.421.766.638.600,32.423.421.766.638.600,0.0,1.8389,1.0414,9.542,-1.818,-704,2.051,99,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
786,1329,-186.0,1508691,1508724,100,74,12,33,8995.0,,-214,não,Sim,40.0,8.537.516.091.616.590,296,2.525,909,22,0.25,1.0,2.501.766.463.646.710,2.501.766.463.646.710,1.0,1.8692,4.771,1.5185,9.091,-504,2.051,112,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
787,5865,1056.0,4348498,4348516,100,146,44,28,16861.0,134.0,1362,sim,Não,-154.0,7.269.658.765.825.350,4.493,6.756,0.72,184,5.682,6.429,137.754.023.768.531,137.754.023.768.531,0.0,2.1644,1.3979,1.2553,-0.28,-978,7.281,790,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
788,74,90.0,4293514,779308,100,1506,46,167,180215.0,143.0,1687,não,sim,150.0,7.759.403.561.219.940,877,4.261,976,95,3.478,982,12.167.844.256.944.800,25.575.530.664.213.100,1.0,3.1778,1.2041,2.2148,9.024,-651,1.0,53,TRUE,FALSE,FALSE,0,não,FALSE,Não
789,39,72.0,1338367,1338402,100,677,114,79,86417.0,140.0,1400,não,Sim,40.0,7.802.319.507.274.720,557,4.139,9.429,236,2.895,443,47.994.784.823.639.400,14.757.415.696.563.200,1.0,2.8306,1.5185,1.5441,571,-28,9.966,120,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
790,1910,206.0,4649858,4649920,100,5814,262,137,617639.0,127.0,1358,não,sim,-154.0,773.032.003.827.548,604,4.317,3.758,1.215,6.298,4.525,12.888.546.573.977.500,11.288.854.657.397.700,0.0,3.7645,2.2175,1.7924,-6.242,-0.17,1.0,44,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
791,357,370.0,1483879,1483901,100,130,-229,25,13185.0,117.0,1358,Sim,Não,70.0,7.690.965.974.295.400,5.258,5.454,5.909,96,0.5,0.88,10.623.063.061.489.300,62.306.306.148.933.300,1.0,2.1139,1.1139,1.3424,4.091,-2.076,4.729,90,FALSE,TRUE,FALSE,FALSE,Não,FALSE,Não
792,480,-186.0,1263623,1263637,100,114,15,14,12221.0,125.0,1687,sim,não,70.0,8.442.183.621.402.680,5.691,3.214,8.571,71,0.8,1.0,8.147.365.115.861.200,8.147.365.115.861.200,1.0,2.0569,1.0792,1.1461,1.429,-1.625,2.901,80,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
793,1314,1333.0,3149494,3149542,100,566,28,49,49867.0,,-214,Não,Sim,40.0,8.026.489.751.278.570,779,3.794,3.958,137,6.786,9.796,-3.830.245.727.460.920,6.169.754.272.539.070,1.0,2.7528,1.2787,1.6812,6.042,-3.117,9.831,70,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
794,9583,986.0,-20,2563708,100,93,-229,11,9363.0,119.0,1690,sim,,-154.0,8.639.336.604.243.420,8.331,3.496,8.461,77,9.286,1.0,-3.243.169.621.224.780,-3.243.169.621.224.780,0.0,1.9685,1.1139,1.0414,-1.539,-2.135,257,75,FALSE,FALSE,FALSE,nao,Não,TRUE,Não
795,1628,1638.0,589740,589752,100,87,15,12,8047.0,109.0,1692,Sim,Não,60.0,10.520.127.610.020.400,638,275,8.333,59,6.667,1.0,-25.600.287.574.504.800,-29.875.027.134.570.700,1.0,1.9395,1.0,1.0792,1.667,-2.774,2.288,82,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
796,1075,1084.0,385913,385922,100,54,12,10,6634.0,133.0,1366,não,Sim,185.0,7.464.972.383.771.800,4.129,3.333,1.0,66,0.75,0.9,-11.866.546.156.996.500,-11.866.546.156.996.500,0.5,1.7324,9.542,9.542,0.0,-402,1.862,114,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
797,780,804.0,3746641,3746649,100,99,30,18,13131.0,143.0,1378,N,sim,40.0,8.217.688.304.184.910,8.331,4.844,3.333,174,0.8,4.444,20.445.020.921.178.700,20.445.020.921.178.700,0.0,1.9956,1.3802,9.031,-6.667,362,3.241,125,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
798,41,196.0,1494534,1494716,100,12729,634,404,1482862.0,143.0,1400,Não,Sim,40.0,8.508.581.034.300.780,586,5.488,8.516,1.107,2.445,4.505,8.495.512.839.138.350,10.084.955.128.391.300,1.0,4.1048,2.1903,2.2601,1.484,-899,1.0,29,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
799,-11,1061.0,4019353,4019368,100,117,23,17,11880.0,118.0,1362,Sim,não,80.0,9.091.936.481.370.140,442,5.667,8.333,132,7.826,8.824,-30.682.232.955.532.300,-3.733.625.681.197.500,0.0,2.0682,1.2553,1.1761,-1.667,-2.067,4.465,89,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
800,832,856.0,2634932,310597,100,335,39,31,35066.0,127.0,1690,Sim,Não,70.0,8.434.455.090.381.430,9.846,5.347,0.8,142,6.154,9.677,2.814.851.417.927.990,2.814.851.417.927.990,1.0,2.525,1.3802,1.4771,0.2,-1.822,9.419,82,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
801,759,768.0,3896732,3896740,100,54,10,8,6028.0,127.0,1690,Sim,não,70.0,6.907.149.231.124.610,8.982,0.25,8.889,53,0.9,1.0,-15.481.341.846.521.200,-15.481.341.846.521.200,0.0,1.7324,9.542,9.031,-1.111,-1.279,1.773,90,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
802,1729,189.0,2215354,2215404,100,4881,239,110,513464.0,127.0,1404,Não,sim,-154.0,7.337.582.157.490.470,584,3.404,3.378,1.054,6.192,4.545,28.836.233.082.295.000,1.028.836.233.082.290,0.0,3.6885,2.1703,1.699,-6.622,-1.781,1.0,40,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
803,-11,1027.0,155255,155262,100,62,31,9,7479.0,132.0,1360,sim,0,100.0,814.645.595.366.795,4.897,6.457,0.28,184,8.065,7.778,-13.868.258.661.151.200,-13.868.258.661.151.200,0.0,1.7924,1.3979,8.451,-0.72,-576,2.998,114,FALSE,FALSE,FALSE,TRUE,não,FALSE,Não
804,408,415.0,195003,195029,100,111,14,27,16728.0,158.0,1353,Não,Sim,100.0,7.309.141.228.162.570,6.031,3.901,2.692,52,0.5,963,-13.034.886.822.969.400,-13.034.886.822.969.400,1.0,2.0453,8.451,1.415,7.308,1.774,3.097,144,FALSE,FALSE,FALSE,0,Não,FALSE,Sim
805,1095,1102.0,3028545,3028556,100,-206,8,11,,123.0,1467,sim,não,120.0,6.523.571.138.531.960,4.976,4.675,6.364,48,875,1.0,-927.516.370.405.918,-927.516.370.405.918,1.0,1.6128,8.451,1.0414,3.636,-1.362,1.822,100,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
806,215,340.0,109058,-166,100,3630,173,100,292575.0,108.0,1666,não,Sim,40.0,7.193.615.356.259.280,2.581,395,384,75,7.225,0.48,8.528.989.451.272.180,1.329.321.373.443.770,0.0,3.5599,2.0969,1.6812,-616,-3.703,1.0,35,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
807,1256,161.0,157419,157529,100,2463,262,168,312375.0,140.0,1360,Não,sim,-154.0,719.903.704.978.395,1.515,614,5.273,426,2.214,6.548,29.905.669.621.127.700,12.101.601.179.334.500,1.0,3.3915,1.7634,2.0414,4.727,-92,1.0,733,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
